det(mulher-2, Essa-1)
mwe(que-5, por-4)
mark(resolveu-7, que-5)
nsubj(resolveu-7, Max-6)
advcl(sabe-3, resolveu-7)
xcomp(resolveu-7, fazer-8)
dobj(fazer-8, festinhas-9)
adpmod(fazer-8, no-10)
adpobj(no-10, dono-11)
adpmod(dono-11, de-12)
adpobj(de-12, Bruno-13)
p(sabe-3, .-14)

cc(fazer-3, E-1)
mark(fazer-3, para-2)
root(ROOT-0, fazer-3)
det(aproximou-se-6, a-4)
amod(aproximou-se-6, festinha-5)
dobj(fazer-3, aproximou-se-6)
adpmod(aproximou-se-6, do-7)
adpobj(do-7, dono-8)
cc(fazer-3, e-9)
dobj(encostou-11, se-10)
conj(fazer-3, encostou-11)
adpmod(encostou-11, na-12)
poss(perna-14, sua-13)
adpobj(na-12, perna-14)
p(fazer-3, .-15)

nsubj(ficou-2, Bruno-1)
root(ROOT-0, ficou-2)
acomp(ficou-2, espantado-3)
adpmod(espantado-3, por-4)
det(segundo-6, um-5)
adpobj(por-4, segundo-6)
p(ficou-2, :-7)
parataxis(ficou-2, pensou-8)
mark(atacar-12, que-9)
nsubj(atacar-12, Max-10)
aux(atacar-12, ia-11)
ccomp(pensou-8, atacar-12)
dobj(atacar-12, Roberto-13)
cc(atacar-12, e-14)
conj(atacar-12, correu-15)
adpmod(correu-15, em-16)
adpobj(em-16, defesa-17)
adpmod(defesa-17, do-18)
adpobj(do-18, dono-19)
p(ficou-2, .-20)

mark(defender-2, Para-1)
advcl(atirou-se-5, defender-2)
det(dono-4, o-3)
nsubj(atirou-se-5, dono-4)
root(ROOT-0, atirou-se-5)
adpmod(atirou-se-5, em-6)
adpobj(em-6, cima-7)
adpmod(cima-7, de-8)
adpobj(de-8, Max-9)
nsubj(tinha-12, que-10)
neg(tinha-12, não-11)
rcmod(Max-9, tinha-12)
dobj(tinha-12, culpa-13)
appos(culpa-13, nenhuma-14)
p(atirou-se-5, .-15)

cc(reagiu-6, Mas-1)
nsubj(atacado-5, Max-2)
aux(atacado-5, vendo-se-3)
advmod(atacado-5, ferozmente-4)
nsubj(reagiu-6, atacado-5)
root(ROOT-0, reagiu-6)
p(reagiu-6, .-7)

cc(foi-4, E-1)
det(resultado-3, o-2)
nsubj(foi-4, resultado-3)
root(ROOT-0, foi-4)
det(luta-6, uma-5)
attr(foi-4, luta-6)
amod(luta-6, sangrenta-7)
p(foi-4, .-8)

nsubj(tinha-2, Max-1)
root(ROOT-0, tinha-2)
det(força-4, mais-3)
dobj(tinha-2, força-4)
adpmod(força-4, que-5)
appos(que-5, Bruno-6)
p(tinha-2, .-7)

nsubjpass(estraçalhado-4, Bruno-1)
aux(estraçalhado-4, estava-2)
auxpass(estraçalhado-4, sendo-3)
root(ROOT-0, estraçalhado-4)
p(estraçalhado-4, .-5)

advmod(conseguiu-3, Finalmente-1)
nsubj(conseguiu-3, Roberto-2)
root(ROOT-0, conseguiu-3)
xcomp(conseguiu-3, separar-4)
det(dois-6, os-5)
dobj(separar-4, dois-6)
p(conseguiu-3, .-7)

nsubj(ferido-4, Bruno-1)
aux(ferido-4, estava-2)
advmod(ferido-4, gravemente-3)
root(ROOT-0, ferido-4)
cc(ferido-4, e-5)
advmod(morrendo-8, já-6)
advmod(morrendo-8, quase-7)
conj(ferido-4, morrendo-8)
p(ferido-4, .-9)

poss(coração-2, Seu-1)
nsubj(batia-5, coração-2)
advmod(batia-5, quase-3)
neg(batia-5, não-4)
root(ROOT-0, batia-5)
advmod(batia-5, mais-6)
p(batia-5, .-7)

nsubj(levou-2, Roberto-1)
root(ROOT-0, levou-2)
dobj(levou-2, Bruno-3)
advmod(levou-2, depressa-4)
adpmod(levou-2, para-5)
det(hospital-7, o-6)
adpobj(para-5, hospital-7)
adpmod(hospital-7, de-8)
adpobj(de-8, bicho-9)
p(levou-2, .-10)

advmod(deram-2, Lá-1)
root(ROOT-0, deram-2)
det(injeção-4, uma-3)
dobj(deram-2, injeção-4)
mark(reanimar-6, para-5)
advcl(deram-2, reanimar-6)
det(coração-9, o-7)
poss(coração-9, seu-8)
dobj(reanimar-6, coração-9)
nsubj(parando-13, que-10)
aux(parando-13, estava-11)
advmod(parando-13, quase-12)
rcmod(coração-9, parando-13)
p(deram-2, .-14)

root(ROOT-0, Cuidaram-1)
adpmod(Cuidaram-1, dos-2)
adpobj(dos-2, ferimentos-3)
adpmod(ferimentos-3, do-4)
adpobj(do-4, corpo-5)
cc(do-4, e-6)
conj(do-4, da-7)
adpobj(da-7, cabeça-8)
cc(Cuidaram-1, e-9)
nsubj(ficou-11, Bruno-10)
conj(Cuidaram-1, ficou-11)
det(dias-13, muitos-12)
nmod(ficou-11, dias-13)
adpmod(ficou-11, no-14)
adpobj(no-14, hospital-15)
p(Cuidaram-1, .-16)

root(ROOT-0, Até-1)
nsubj(ficou-3, que-2)
rcmod(Até-1, ficou-3)
acomp(ficou-3, bom-4)
cc(ficou-3, e-5)
aux(voltar-7, pôde-6)
conj(ficou-3, voltar-7)
adpmod(voltar-7, para-8)
adpobj(para-8, casa-9)
p(Até-1, .-10)

advmod(pergunto-2, Agora-1)
root(ROOT-0, pergunto-2)
adpmod(pergunto-2, a-3)
adpobj(a-3, vocês-4)
p(é-7, :-5)
nsubj(é-7, que-6)
rcmod(vocês-4, é-7)
mark(fez-10, que-8)
nsubj(fez-10, Bruno-9)
csubj(é-7, fez-10)
p(pergunto-2, ?-11)

nsubj(era-2, Bruno-1)
root(ROOT-0, era-2)
advmod(corajoso-4, tão-3)
acomp(era-2, corajoso-4)
nsubj(curado-6, que-5)
ccomp(corajoso-4, curado-6)
adpmod(curado-6, dos-7)
adpobj(dos-7, ferimentos-8)
aux(atacar-10, foi-9)
partmod(curado-6, atacar-10)
dobj(atacar-10, Max-11)
p(era-2, .-12)

nsubj(deu-lhe-2, Este-1)
root(ROOT-0, deu-lhe-2)
advmod(deu-lhe-2, então-3)
det(surra-6, a-4)
amod(surra-6, maior-5)
dobj(deu-lhe-2, surra-6)
nsubj(imaginar-10, que-7)
prt(imaginar-10, se-8)
aux(imaginar-10, posso-9)
rcmod(surra-6, imaginar-10)
p(deu-lhe-2, .-11)

cc(foram-6, E-1)
adpmod(foram-6, dessa-2)
adpobj(dessa-2, vez-3)
det(ferimentos-5, os-4)
nsubj(foram-6, ferimentos-5)
root(ROOT-0, foram-6)
advmod(graves-8, tão-7)
acomp(foram-6, graves-8)
mark(ficaram-15, que-9)
adpmod(ficaram-15, até-10)
det(orelhas-12, as-11)
adpobj(até-10, orelhas-12)
adpmod(orelhas-12, de-13)
adpobj(de-13, Bruno-14)
advcl(foram-6, ficaram-15)
advmod(rasgadas-17, inteiramente-16)
acomp(ficaram-15, rasgadas-17)
p(foram-6, .-18)

compmod(levou-o-2, Roberto-1)
root(ROOT-0, levou-o-2)
adpmod(levou-o-2, de-3)
adpcomp(de-3, novo-4)
adpmod(novo-4, para-5)
det(hospital-7, o-6)
adpobj(para-5, hospital-7)
advmod(ficou-12, onde-8)
adpmod(onde-8, dessa-9)
adpobj(dessa-9, vez-10)
appos(vez-10, Bruno-11)
rcmod(hospital-7, ficou-12)
num(meses-14, dois-13)
nmod(ficou-12, meses-14)
p(levou-o-2, .-15)

mark(ficou-2, Quando-1)
advcl(voltou-4, ficou-2)
acomp(ficou-2, curado-3)
root(ROOT-0, voltou-4)
adpmod(voltou-4, para-5)
adpobj(para-5, casa-6)
p(voltou-4, .-7)

cc(respondam-4, E-1)
advmod(respondam-4, agora-2)
iobj(respondam-4, me-3)
root(ROOT-0, respondam-4)
p(respondam-4, :-5)
attr(é-7, que-6)
ccomp(respondam-4, é-7)
mark(acham-10, que-8)
nsubj(acham-10, vocês-9)
csubj(é-7, acham-10)
mark(fez-13, que-11)
nsubj(fez-13, Bruno-12)
ccomp(acham-10, fez-13)
p(respondam-4, ?-14)

root(ROOT-0, Acertaram-1)
p(Acertaram-1, .-2)

nsubjpass(vingar-se-3, Bruno-1)
auxpass(vingar-se-3, foi-2)
root(ROOT-0, vingar-se-3)
cc(vingar-se-3, e-4)
conj(vingar-se-3, atacar-5)
dobj(atacar-5, Max-6)
p(vingar-se-3, .-7)

cc(estava-5, Mas-1)
adpmod(estava-5, dessa-2)
adpobj(dessa-2, vez-3)
nsubj(estava-5, ele-4)
root(ROOT-0, estava-5)
adpmod(estava-5, com-6)
adpobj(com-6, tanta-7)
cc(tanta-7, mas-8)
poss(raiva-10, tanta-9)
conj(tanta-7, raiva-10)
dobj(aumentou-14, que-11)
poss(força-13, sua-12)
nsubj(aumentou-14, força-13)
rcmod(raiva-10, aumentou-14)
cc(estava-5, e-15)
conj(estava-5, ficou-16)
acomp(ficou-16, diabólica-17)
p(estava-5, .-18)

cc(matou-4, E-1)
nsubj(matou-4, ele-2)
advmod(matou-4, enfim-3)
root(ROOT-0, matou-4)
dobj(matou-4, Max-5)
p(matou-4, .-6)

root(ROOT-0, É-1)
cc(é-7, mas-2)
adpmod(é-7, no-3)
adpobj(no-3, mundo-4)
adpmod(mundo-4, dos-5)
adpobj(dos-5, cachorros-6)
advcl(É-1, é-7)
acomp(é-7, diferente-8)
p(é-7, .-9)

neg(há-2, Não-1)
root(ROOT-0, há-2)
dobj(há-2, polícia-3)
adpmod(há-2, para-4)
adpobj(para-4, eles-5)
parataxis(há-2, irem-6)
mark(queixar-8, se-7)
ccomp(irem-6, queixar-8)
p(há-2, .-9)

advmod(resolvem-5, Então-1)
det(cachorros-3, os-2)
nsubj(resolvem-5, cachorros-3)
amod(cachorros-3, mesmos-4)
root(ROOT-0, resolvem-5)
adpmod(resolvem-5, entre-6)
adpobj(entre-6, si-7)
det(brigas-9, as-8)
nsubj(fazem-10, brigas-9)
xcomp(resolvem-5, fazem-10)
det(papel-12, o-11)
dobj(fazem-10, papel-12)
adpmod(papel-12, de-13)
adpobj(de-13, juiz-14)
cc(de-13, e-15)
conj(de-13, de-16)
adpobj(de-16, polícia-17)
cc(fazem-10, e-18)
det(vezes-20, muitas-19)
nsubj(agem-21, vezes-20)
conj(fazem-10, agem-21)
adpmod(agem-21, como-22)
adpobj(como-22, bandidos-23)
amod(bandidos-23, armados-24)
p(resolvem-5, .-25)

det(cachorros-2, Os-1)
nsubj(perdoam-5, cachorros-2)
neg(perdoam-5, não-3)
prt(perdoam-5, se-4)
root(ROOT-0, perdoam-5)
p(perdoam-5, .-6)

attr(foi-4, O-1)
nsubj(aconteceu-3, que-2)
rcmod(O-1, aconteceu-3)
root(ROOT-0, foi-4)
mark(ficaram-10, que-5)
det(cachorros-7, os-6)
nsubj(ficaram-10, cachorros-7)
adpmod(cachorros-7, da-8)
adpobj(da-8, vizinhança-9)
csubj(foi-4, ficaram-10)
adpmod(ficaram-10, contra-11)
adpobj(contra-11, Bruno-12)
cc(foi-4, e-13)
neg(perdoaram-15, não-14)
conj(foi-4, perdoaram-15)
det(morte-17, a-16)
dobj(perdoaram-15, morte-17)
amod(morte-17, horrível-18)
adpmod(morte-17, de-19)
adpobj(de-19, Max-20)
p(foi-4, .-21)

advmod(cercar-6, Então-1)
adpmod(Então-1, para-2)
adpobj(para-2, vingarem-se-3)
aux(cercar-6, começaram-4)
adp(cercar-6, a-5)
root(ROOT-0, cercar-6)
dobj(cercar-6, Bruno-7)
p(cercar-6, .-8)

nsubj(tinha-3, Bruno-1)
advmod(tinha-3, já-2)
root(ROOT-0, tinha-3)
adpmod(tinha-3, até-4)
adpobj(até-4, medo-5)
adpmod(medo-5, de-6)
adpcomp(de-6, sair-7)
adpmod(sair-7, para-8)
det(rua-10, a-9)
adpobj(para-8, rua-10)
p(tinha-3, .-11)

mark(saía-2, Quando-1)
advcl(ficava-3, saía-2)
root(ROOT-0, ficava-3)
det(desconfiado-5, muito-4)
nsubj(ficava-3, desconfiado-5)
partmod(desconfiado-5, olhando-6)
adpmod(olhando-6, de-7)
det(lado-9, um-8)
adpobj(de-7, lado-9)
adpmod(lado-9, para-10)
adpobj(para-10, outro-11)
p(ficava-3, .-12)

advmod(vendo-2, Afinal-1)
partmod(tranqüilamente-10, vendo-2)
mark(acontecia-5, que-3)
neg(acontecia-5, não-4)
ccomp(vendo-2, acontecia-5)
nsubj(acontecia-5, nada-6)
adpmod(nada-6, de-7)
adpcomp(de-7, ruim-8)
aux(tranqüilamente-10, começou-9)
root(ROOT-0, tranqüilamente-10)
adpmod(tranqüilamente-10, a-11)
adpcomp(a-11, sair-12)
adpmod(sair-12, de-13)
adpcomp(de-13, novo-14)
p(tranqüilamente-10, .-15)

cc(foi-2, E-1)
root(ROOT-0, foi-2)
attr(foi-2, esse-3)
det(erro-6, o-4)
amod(erro-6, grande-5)
dobj(esse-3, erro-6)
adpmod(erro-6, de-7)
adpobj(de-7, Bruno-8)
p(foi-2, .-9)

det(tarde-2, Uma-1)
root(ROOT-0, tarde-2)
nsubj(passando-5, ele-3)
aux(passando-5, estava-4)
rcmod(tarde-2, passando-5)
dobj(passando-5, todo-6)
amod(todo-6, sozinho-7)
cc(passando-5, e-8)
advmod(lamentando-10, até-9)
conj(passando-5, lamentando-10)
det(morte-12, a-11)
dobj(lamentando-10, morte-12)
adpmod(morte-12, de-13)
adpobj(de-13, Max-14)
nsubj(era-16, que-15)
rcmod(Max-14, era-16)
det(amigo-20, o-17)
poss(amigo-20, seu-18)
amod(amigo-20, único-19)
attr(era-16, amigo-20)
p(tarde-2, .-21)

root(ROOT-0, Estava-1)
adpmod(Estava-1, com-2)
det(saudade-4, muita-3)
adpobj(com-2, saudade-4)
p(Estava-1, .-5)

root(ROOT-0, Amigo-1)
acomp(Amigo-1, bom-2)
neg(encontra-5, não-3)
prt(encontra-5, se-4)
advcl(Amigo-1, encontra-5)
det(dias-8, todos-6)
det(dias-8, os-7)
nmod(encontra-5, dias-8)
p(Amigo-1, .-9)

det(cachorros-2, Os-1)
nsubj(têm-3, cachorros-2)
root(ROOT-0, têm-3)
det(alma-5, uma-4)
nsubj(entendem-10, alma-5)
advmod(grande-7, bem-6)
amod(alma-5, grande-7)
nsubj(entendem-10, eles-8)
advmod(entendem-10, até-9)
xcomp(têm-3, entendem-10)
det(gente-12, a-11)
dobj(entendem-10, gente-12)
p(têm-3, .-13)

det(mundo-2, O-1)
nsubj(é-5, mundo-2)
adpmod(mundo-2, dos-3)
adpobj(dos-3, cães-4)
root(ROOT-0, é-5)
acomp(é-5, cheio-6)
adpmod(cheio-6, de-7)
adpobj(de-7, amor-8)
mark(dar-10, para-9)
advcl(é-5, dar-10)
cc(dar-10, e-11)
nsubj(dão-13, eles-12)
conj(dar-10, dão-13)
adpmod(dão-13, de-14)
adpobj(de-14, graça-15)
p(é-5, .-16)

nsubj(estava-2, Bruno-1)
root(ROOT-0, estava-2)
acomp(estava-2, triste-3)
advmod(sentindo-5, demais-4)
partmod(estava-2, sentindo-5)
dobj(sentindo-5, falta-6)
adpmod(falta-6, daquele-7)
det(matara-9, que-8)
adpobj(daquele-7, matara-9)
adpmod(matara-9, por-10)
adpobj(por-10, amor-11)
adpmod(amor-11, a-12)
adpobj(a-12, Roberto-13)
p(estava-2, .-14)

adpmod(triste-4, Nessa-1)
adpobj(Nessa-1, tarde-2)
advmod(triste-4, tão-3)
root(ROOT-0, triste-4)
mark(havia-7, quando-5)
neg(havia-7, não-6)
advcl(triste-4, havia-7)
dobj(havia-7, prazer-8)
adpmod(prazer-8, em-9)
adpmod(cheirar-12, ao-10)
adpcomp(ao-10, menos-11)
advcl(apareceu-15, cheirar-12)
det(coisas-14, as-13)
nsubj(apareceu-15, coisas-14)
adpcomp(em-9, apareceu-15)
adpmod(apareceu-15, de-16)
adpobj(de-16, repente-17)
adpmod(havia-7, na-18)
adpobj(na-18, esquina-19)
det(cachorro-21, um-20)
dobj(havia-7, cachorro-21)
p(triste-4, .-22)

root(ROOT-0, E-1)
adpmod(E-1, de-2)
adpobj(de-2, repente-3)
adpmod(de-2, na-4)
det(esquina-6, outra-5)
adpobj(na-4, esquina-6)
advmod(um-8, mais-7)
num(cachorro-9, um-8)
appos(esquina-6, cachorro-9)
p(E-1, .-10)

cc(saíram-3, E-1)
advmod(saíram-3, depois-2)
root(ROOT-0, saíram-3)
adpmod(saíram-3, das-4)
adpobj(das-4, casas-5)
adpmod(casas-5, da-6)
adpobj(da-6, vizinhança-7)
num(cachorros-9, três-8)
appos(vizinhança-7, cachorros-9)
p(saíram-3, .-10)

nsubj(percebeu-2, Bruno-1)
root(ROOT-0, percebeu-2)
advmod(percebeu-2, logo-3)
mark(cercado-6, que-4)
aux(cercado-6, estava-5)
ccomp(percebeu-2, cercado-6)
adpmod(cercado-6, por-7)
det(cachorros-9, vários-8)
adpobj(por-7, cachorros-9)
amod(cachorros-9, enormes-10)
cc(enormes-10, e-11)
conj(enormes-10, fortes-12)
p(percebeu-2, .-13)

nsubj(sabia-2, Bruno-1)
root(ROOT-0, sabia-2)
mark(é-8, que-3)
det(lei-5, a-4)
nsubj(é-8, lei-5)
adpmod(lei-5, dos-6)
adpobj(dos-6, cachorros-7)
ccomp(sabia-2, é-8)
det(vingança-10, a-9)
attr(é-8, vingança-10)
p(sabia-2, .-11)

nsubj(quis-2, Ele-1)
root(ROOT-0, quis-2)
xcomp(quis-2, fugir-3)
cc(quis-2, mas-4)
neg(quebrar-7, não-5)
aux(quebrar-7, podia-6)
conj(quis-2, quebrar-7)
det(cerco-9, o-8)
dobj(quebrar-7, cerco-9)
p(quis-2, .-10)

det(cachorros-2, Os-1)
nsubj(formavam-3, cachorros-2)
root(ROOT-0, formavam-3)
det(espécie-5, uma-4)
dobj(formavam-3, espécie-5)
adpmod(espécie-5, de-6)
adpobj(de-6, círculo-7)
adpmod(formavam-3, em-8)
adpobj(em-8, torno-9)
adpmod(torno-9, de-10)
adpobj(de-10, Bruno-11)
p(formavam-3, .-12)

cc(ficando-5, E-1)
det(círculo-3, o-2)
nsubj(ficando-5, círculo-3)
aux(ficando-5, ia-4)
root(ROOT-0, ficando-5)
det(vez-7, cada-6)
nmod(mais-8, vez-7)
advmod(apertado-9, mais-8)
acomp(ficando-5, apertado-9)
p(ficando-5, .-10)

mwe(que-2, Até-1)
mark(conseguiram-5, que-2)
det(cachorros-4, os-3)
nsubj(conseguiram-5, cachorros-4)
root(ROOT-0, conseguiram-5)
xcomp(conseguiram-5, encurralar-6)
dobj(encurralar-6, Bruno-7)
advmod(Bruno-7, junto-8)
adpmod(junto-8, de-9)
det(árvore-11, uma-10)
adpobj(de-9, árvore-11)
p(conseguiram-5, .-12)

det(cachorros-2, Os-1)
nsubj(atacaram-6, cachorros-2)
advmod(atacaram-6, então-3)
adpmod(então-3, de-4)
adpobj(de-4, repente-5)
root(ROOT-0, atacaram-6)
adpmod(atacaram-6, de-7)
det(vez-10, uma-8)
amod(vez-10, só-9)
adpobj(de-7, vez-10)
appos(vez-10, Bruno-11)
partmod(vez-10, fazendo-12)
dobj(fazendo-12, eles-13)
amod(justiça-15, mesmos-14)
appos(eles-13, justiça-15)
partmod(atacaram-6, porque-16)
mark(disse-19, como-17)
nsubj(disse-19, eu-18)
advcl(porque-16, disse-19)
adpmod(disse-19, no-20)
adpobj(no-20, mundo-21)
adpmod(mundo-21, dos-22)
adpobj(dos-22, cães-23)
nsubj(encarregam-27, eles-24)
amod(eles-24, próprios-25)
dobj(encarregam-27, se-26)
rcmod(cães-23, encarregam-27)
adpmod(encarregam-27, de-28)
adpcomp(de-28, ser-29)
attr(ser-29, juiz-30)
cc(juiz-30, e-31)
conj(juiz-30, polícia-32)
p(atacaram-6, .-33)

root(ROOT-0, Eram-1)
num(cachorrões-3, cinco-2)
nsubj(Eram-1, cachorrões-3)
adpmod(cachorrões-3, contra-4)
adpobj(contra-4, Bruno-5)
p(Eram-1, .-6)

nsubj(tentou-3, Bruno-1)
advmod(tentou-3, ainda-2)
root(ROOT-0, tentou-3)
dobj(defender-5, se-4)
xcomp(tentou-3, defender-5)
cc(tentou-3, mas-6)
neg(tinha-8, não-7)
conj(tentou-3, tinha-8)
dobj(tinha-8, força-9)
adpmod(força-9, contra-10)
adpobj(contra-10, eles-11)
p(tentou-3, .-12)

cc(aconteceu-2, E-1)
root(ROOT-0, aconteceu-2)
nsubj(aconteceu-2, o-3)
nsubj(era-5, que-4)
rcmod(o-3, era-5)
adpmod(era-5, de-6)
dobj(esperar-8, se-7)
adpcomp(de-6, esperar-8)
p(o-3, :-9)
det(pior-11, o-10)
appos(o-3, pior-11)
p(aconteceu-2, .-12)

det(cachorros-3, Os-1)
num(cachorros-3, cinco-2)
nsubj(castigaram-4, cachorros-3)
root(ROOT-0, castigaram-4)
dobj(castigaram-4, Bruno-5)
adpmod(castigaram-4, até-6)
adpobj(até-6, ele-7)
advcl(castigaram-4, morrer-8)
p(castigaram-4, .-9)

cc(é-3, E-1)
advmod(é-3, assim-2)
root(ROOT-0, é-3)
mark(morreu-9, que-4)
compmod(Barberini-6, Bruno-5)
nsubj(morreu-9, Barberini-6)
adpmod(Barberini-6, de-7)
adpobj(de-7, Monteverdi-8)
csubj(é-3, morreu-9)
adpmod(morreu-9, para-10)
det(o-12, todo-11)
adpobj(para-10, o-12)
advmod(o-12, sempre-13)
p(é-3, .-14)

nsubj(ficaram-2, Vocês-1)
root(ROOT-0, ficaram-2)
adpmod(ficaram-2, com-3)
adpobj(com-3, saudade-4)
adpmod(saudade-4, do-5)
adpobj(do-5, Bruno-6)
p(ficaram-2, ?-7)

root(ROOT-0, Eu-1)
advmod(Eu-1, também-2)
p(Eu-1, .-3)

det(história-2, A-1)
nsubj(é-13, história-2)
adpmod(história-2, da-3)
adpobj(da-3, vida-4)
cc(da-3, e-5)
conj(da-3, da-6)
adpobj(da-6, morte-7)
adpmod(morte-7, de-8)
compmod(Barberini-10, Bruno-9)
adpobj(de-8, Barberini-10)
adpmod(Barberini-10, de-11)
adpobj(de-11, Monteverdi-12)
root(ROOT-0, é-13)
det(história-15, uma-14)
attr(é-13, história-15)
adpmod(história-15, de-16)
amod(amor-18, grande-17)
adpobj(de-16, amor-18)
p(história-15, :-19)
nsubj(amava-21, Bruno-20)
conj(história-15, amava-21)
cc(amava-21, tanto-22)
conj(amava-21, Roberto-23)
nsubj(permitia-26, que-24)
neg(permitia-26, não-25)
rcmod(Roberto-23, permitia-26)
det(cachorro-29, nenhum-27)
det(cachorro-29, outro-28)
nsubj(fazer-30, cachorro-29)
ccomp(permitia-26, fazer-30)
dobj(fazer-30, carinho-31)
adpmod(fazer-30, no-32)
adpobj(no-32, dono-33)
cc(dono-33, ou-34)
conj(dono-33, ataca-lo-35)
p(é-13, .-36)

advmod(era-2, Também-1)
root(ROOT-0, era-2)
acomp(era-2, grande-3)
det(amor-5, o-4)
nsubj(era-2, amor-5)
amod(amor-5, fraterno-6)
nsubj(ligava-8, que-7)
rcmod(amor-5, ligava-8)
dobj(ligava-8, Bruno-9)
cc(Bruno-9, e-10)
conj(Bruno-9, Max-11)
p(era-2, .-12)

cc(era-5, Mas-1)
det(amor-4, o-2)
amod(amor-4, primeiro-3)
nsubj(era-5, amor-4)
root(ROOT-0, era-5)
adpmod(era-5, para-6)
adpobj(para-6, Roberto-7)
p(era-5, .-8)

nsubj(ficaram-2, Vocês-1)
root(ROOT-0, ficaram-2)
acomp(ficaram-2, tristes-3)
adpmod(tristes-3, com-4)
det(história-6, a-5)
adpobj(com-4, história-6)
p(ficaram-2, ?-7)

aux(fazer-2, Vou-1)
root(ROOT-0, fazer-2)
det(pedido-4, um-3)
dobj(fazer-2, pedido-4)
adpmod(pedido-4, para-5)
adpobj(para-5, vocês-6)
p(fazer-2, :-7)
det(vezes-10, todas-8)
det(vezes-10, as-9)
nmod(é-16, vezes-10)
dobj(sentirem-13, que-11)
nsubj(sentirem-13, vocês-12)
rcmod(vezes-10, sentirem-13)
nsubj(é-16, solitários-14)
nsubj(é-16, isto-15)
parataxis(fazer-2, é-16)
acomp(é-16, sozinhos-17)
conj(é-16, procurem-18)
det(pessoa-20, uma-19)
dobj(procurem-18, pessoa-20)
adpmod(procurem-18, para-21)
adpcomp(para-21, conversar-22)
p(fazer-2, .-23)

root(ROOT-0, Escolham-1)
det(pessoa-3, uma-2)
dobj(Escolham-1, pessoa-3)
amod(pessoa-3, grande-4)
nsubj(seja-6, que-5)
rcmod(pessoa-3, seja-6)
advmod(boa-8, muito-7)
acomp(seja-6, boa-8)
adpmod(boa-8, para-9)
adpobj(para-9, crianças-10)
cc(seja-6, e-11)
nsubj(entenda-13, que-12)
conj(seja-6, entenda-13)
mark(sofrendo-23, que-14)
adpmod(menino-18, às-15)
adpobj(às-15, vezes-16)
det(menino-18, um-17)
nsubj(sofrendo-23, menino-18)
cc(menino-18, ou-19)
det(menina-21, uma-20)
conj(menino-18, menina-21)
aux(sofrendo-23, estão-22)
ccomp(entenda-13, sofrendo-23)
p(Escolham-1, .-24)

root(ROOT-0, Às-1)
adpobj(Às-1, vezes-2)
adpmod(vezes-2, de-3)
amod(saudade-5, pura-4)
adpobj(de-3, saudade-5)
adpmod(Às-1, como-6)
det(periquitos-8, os-7)
adpobj(como-6, periquitos-8)
amod(periquitos-8, australianos-9)
p(Às-1, .-10)

root(ROOT-0, Conheço-1)
det(moça-3, uma-2)
dobj(Conheço-1, moça-3)
nsubj(toca-5, que-4)
rcmod(moça-3, toca-5)
dobj(toca-5, piano-6)
advmod(bem-8, muito-7)
advmod(piano-6, bem-8)
adpmod(toca-5, nos-9)
adpobj(nos-9, teatros-10)
p(Conheço-1, .-11)

det(moça-2, Essa-1)
nsubj(ganhou-3, moça-2)
root(ROOT-0, ganhou-3)
adpmod(ganhou-3, de-4)
adpobj(de-4, presente-5)
adpmod(ganhou-3, no-6)
adpobj(no-6, dia-7)
adpmod(dia-7, do-8)
poss(aniversário-10, seu-9)
adpobj(do-8, aniversário-10)
det(periquito-12, um-11)
dobj(ganhou-3, periquito-12)
amod(periquito-12, australiano-13)
p(ganhou-3, .-14)

advmod(ganhou-2, Só-1)
root(ROOT-0, ganhou-2)
det(fêmea-4, a-3)
dobj(ganhou-2, fêmea-4)
p(ganhou-2, .-5)

det(pior-2, O-1)
attr(é-3, pior-2)
root(ROOT-0, é-3)
mark(têm-12, que-4)
det(pessoas-6, as-5)
nsubj(têm-12, pessoas-6)
nsubj(dão-8, que-7)
rcmod(pessoas-6, dão-8)
det(periquito-10, um-9)
dobj(dão-8, periquito-10)
amod(periquito-10, australiano-11)
csubj(é-3, têm-12)
mark(comprar-14, que-13)
ccomp(têm-12, comprar-14)
dobj(comprar-14, dois-15)
p(dois-15, :-16)
det(macho-18, um-17)
conj(dois-15, macho-18)
cc(comprar-14, e-19)
det(fêmea-21, uma-20)
conj(comprar-14, fêmea-21)
nsubj(são-28, que-22)
mwe(causa-24, por-23)
mwe(da-25, causa-24)
adpmod(que-22, da-25)
adpobj(da-25, raça-26)
poss(raça-26, deles-27)
rcmod(fêmea-21, são-28)
advmod(amorosos-30, tão-29)
acomp(são-28, amorosos-30)
nsubj(passam-32, que-31)
rcmod(são-28, passam-32)
det(dia-34, o-33)
nsubj(beijando-36, dia-34)
dobj(beijando-36, se-35)
ccomp(passam-32, beijando-36)
cc(beijando-36, e-37)
neg(separados-41, não-38)
aux(separados-41, podem-39)
auxpass(separados-41, ser-40)
conj(beijando-36, separados-41)
p(é-3, .-42)

det(periquita-2, A-1)
nsubj(adoeceu-4, periquita-2)
advmod(adoeceu-4, até-3)
root(ROOT-0, adoeceu-4)
adpmod(adoeceu-4, de-5)
det(saudade-7, tanta-6)
adpobj(de-5, saudade-7)
adpmod(saudade-7, do-8)
adpobj(do-8, macho-9)
poss(macho-9, dela-10)
