nsubj(era-2, Ele-1)
adpobj(por-12, processo-14)
amod(processo-14, inconsciente-15)
adpmod(precedido-7, para-16)
det(gestante-18, o-17)
adpcomp(para-16, gestante-18)
p(precedido-7, .-19)

advmod(explico-2, Assim-1)
root(ROOT-0, explico-2)
adpmod(explico-2, a-3)
poss(falta-5, minha-4)
adpobj(a-3, falta-5)
adpmod(falta-5, de-6)
adpobj(de-6, apetite-7)
adpmod(falta-5, no-8)
adpobj(no-8, jantar-9)
amod(jantar-9, magnífico-10)
poss(insônia-12, minha-11)
nsubj(agitada-13, insônia-12)
partmod(explico-2, agitada-13)
adpmod(agitada-13, numa-14)
adpobj(numa-14, cama-15)
adpmod(cama-15, de-16)
adpobj(de-16, lençóis-17)
amod(lençóis-17, frescos-18)
adpmod(agitada-13, após-19)
det(dia-21, um-20)
adpobj(após-19, dia-21)
amod(dia-21, atarefado-22)
p(explico-2, .-23)

adpmod(nasceu-7, Às-1)
num(horas-3, duas-2)
adpobj(Às-1, horas-3)
adpmod(horas-3, da-4)
adpobj(da-4, madrugada-5)
advmod(nasceu-7, enfim-6)
root(ROOT-0, nasceu-7)
dobj(nasceu-7, ela-8)
det(idéia-10, a-9)
nsubj(nasceu-7, idéia-10)
p(nasceu-7, .-11)

root(ROOT-0, Sentei-me-1)
dobj(Sentei-me-1, alvoroçada-2)
adpmod(Sentei-me-1, na-3)
adpobj(na-3, cama-4)
partmod(Sentei-me-1, pensei-5)
p(pensei-5, :-6)
parataxis(pensei-5, veio-7)
advmod(veio-7, depressa-8)
advmod(depressa-8, demais-9)
mark(ser-11, para-10)
advcl(veio-7, ser-11)
acomp(ser-11, boa-12)
neg(entusiasme-15, não-13)
prt(entusiasme-15, se-14)
csubj(ser-11, entusiasme-15)
aux(feche-17, deite-se-16)
csubj(entusiasme-15, feche-17)
det(olhos-19, os-18)
dobj(feche-17, olhos-19)
cc(feche-17, e-20)
conj(feche-17, espere-21)
dobj(serenidade-25, que-22)
aux(serenidade-25, venha-23)
adp(serenidade-25, a-24)
rcmod(espere-21, serenidade-25)
p(Sentei-me-1, .-26)

root(ROOT-0, Levantei-me-1)
advmod(Levantei-me-1, porém-2)
cc(Levantei-me-1, e-3)
conj(Levantei-me-1, descalça-4)
mark(acordar-7, para-5)
neg(acordar-7, não-6)
advcl(descalça-4, acordar-7)
nsubj(andar-11, Mira-8)
aux(andar-11, pus-me-9)
adp(andar-11, a-10)
partmod(acordar-7, andar-11)
adpmod(andar-11, pelo-12)
adpobj(pelo-12, quarto-13)
adpmod(andar-11, como-14)
det(homem-16, um-15)
adpobj(como-14, homem-16)
adpmod(homem-16, de-17)
adpobj(de-17, negócios-18)
adpmod(homem-16, à-19)
adpobj(à-19, espera-20)
adpmod(espera-20, do-21)
adpobj(do-21, resultado-22)
adpmod(resultado-22, da-23)
adpobj(da-23, Bolsa-24)
p(Levantei-me-1, .-25)

root(ROOT-0, Porém-1)
det(vez-3, cada-2)
adpobj(Porém-1, vez-3)
det(parecia-me-5, mais-4)
appos(vez-3, parecia-me-5)
nsubj(achara-7, que-6)
rcmod(parecia-me-5, achara-7)
det(solução-9, a-8)
dobj(achara-7, solução-9)
p(Porém-1, .-10)

adpmod(passam-6, Com-1)
adpobj(Com-1, efeito-2)
appos(efeito-2, homens-3)
adpmod(homens-3, como-4)
adpobj(como-4, W.-5)
root(ROOT-0, passam-6)
det(vida-8, a-7)
dobj(passam-6, vida-8)
adpmod(vida-8, à-9)
adpobj(à-9, procura-10)
adpmod(procura-10, da-11)
adpobj(da-11, verdade-12)
partmod(passam-6, entram-13)
adpmod(entram-13, pelos-14)
adpobj(pelos-14, labirintos-15)
advmod(estreitos-17, mais-16)
amod(labirintos-15, estreitos-17)
conj(entram-13, ceifam-18)
cc(ceifam-18, e-19)
conj(ceifam-18, destroem-20)
dobj(destroem-20, metade-21)
adpmod(metade-21, do-22)
adpobj(do-22, mundo-23)
adpmod(ceifam-18, sob-24)
det(pretexto-26, o-25)
adpobj(sob-24, pretexto-26)
adpmod(pretexto-26, de-27)
mark(cortam-29, que-28)
adpcomp(de-27, cortam-29)
det(erros-31, os-30)
dobj(cortam-29, erros-31)
cc(cortam-29, mas-32)
mark(surge-37, quando-33)
det(verdade-35, a-34)
nsubj(surge-37, verdade-35)
iobj(surge-37, lhes-36)
advcl(cortam-29, surge-37)
advmod(surge-37, diante-38)
adpmod(diante-38, dos-39)
adpobj(dos-39, olhos-40)
parataxis(surge-37, é-41)
advmod(inopinadamente-43, sempre-42)
acomp(é-41, inopinadamente-43)
p(passam-6, .-44)

advmod(tomado-4, Talvez-1)
mark(tomado-4, porque-2)
aux(tomado-4, tenham-3)
root(ROOT-0, tomado-4)
dobj(tomado-4, amor-5)
adpmod(amor-5, à-6)
adpobj(à-6, pesquisa-7)
adpmod(tomado-4, por-8)
adpobj(por-8, si-9)
amod(si-9, mesma-10)
cc(tomado-4, e-11)
mark(avarento-16, se-12)
aux(avarento-16, tornem-13)
adp(avarento-16, como-14)
dobj(avarento-16, o-15)
conj(tomado-4, avarento-16)
mark(acumula-18, que-17)
ccomp(avarento-16, acumula-18)
xcomp(acumula-18, acumula-19)
advmod(esquecido-21, apenas-20)
partmod(acumula-19, esquecido-21)
adpmod(esquecido-21, da-22)
amod(finalidade-24, primitiva-23)
adpobj(da-22, finalidade-24)
adpmod(acumular-29, pela-25)
adpobj(pela-25, qual-26)
aux(acumular-29, começou-27)
adp(acumular-29, a-28)
advcl(esquecido-21, acumular-29)
p(acumular-29, .-30)

det(fato-2, O-1)
attr(é-3, fato-2)
root(ROOT-0, é-3)
mark(conseguiria-9, que-4)
adpmod(conseguiria-9, com-5)
compmod(eu-7, W.-6)
adpobj(com-5, eu-7)
advmod(conseguiria-9, só-8)
csubj(é-3, conseguiria-9)
det(coisa-11, qualquer-10)
dobj(conseguiria-9, coisa-11)
amod(coisa-11, pondo-o-12)
adpmod(conseguiria-9, em-13)
adpobj(em-13, estado-14)
adpmod(estado-14, de-15)
adpobj(de-15, shock-16)
p(é-3, .-17)

cc(eis-2, E-1)
root(ROOT-0, eis-2)
advmod(eis-2, como-3)
p(eis-2, .-4)

root(ROOT-0, Dir-lhe-ia-1)
adpmod(Dir-lhe-ia-1, com-2)
det(vestido-4, o-3)
adpobj(com-2, vestido-4)
amod(vestido-4, azul-5)
nsubj(fazia-8, que-6)
dobj(fazia-8, me-7)
rcmod(vestido-4, fazia-8)
advmod(fazia-8, muito-9)
det(loura-11, mais-10)
dobj(fazia-8, loura-11)
adpmod(loura-11, a-12)
adpobj(a-12, voz-13)
amod(voz-13, suave-14)
cc(suave-14, e-15)
conj(suave-14, firme-16)
appos(voz-13, fixando-o-17)
adpmod(fixando-o-17, nos-18)
adpobj(nos-18, olhos-19)
p(fixando-o-17, :-20)
p(Dir-lhe-ia-1, --21)
aux(pensado-23, Tenho-22)
parataxis(Dir-lhe-ia-1, pensado-23)
advmod(pensado-23, muito-24)
adpmod(pensado-23, a-25)
poss(respeito-27, nosso-26)
adpobj(a-25, respeito-27)
cc(pensado-23, e-28)
conj(pensado-23, resolvi-29)
mark(resta-33, que-30)
advmod(resta-33, só-31)
dobj(resta-33, nos-32)
ccomp(resolvi-29, resta-33)
p(Dir-lhe-ia-1, .-34)

root(ROOT-0, Não-1)
p(Não-1, .-2)

root(ROOT-0, Simplesmente-1)
p(Simplesmente-1, .-2)

p(casar-4, --1)
aux(casar-4, Vamos-2)
dobj(casar-4, nos-3)
root(ROOT-0, casar-4)
p(casar-4, ?-5)

neg(não-2, Não-1)
root(ROOT-0, não-2)
p(não-2, .-3)

root(ROOT-0, Nada-1)
adpmod(Nada-1, de-2)
adpobj(de-2, perguntas-3)
p(Nada-1, .-4)

p(casar-5, --1)
compmod(nós-3, W.-2)
nsubj(casar-5, nós-3)
aux(casar-5, vamos-4)
root(ROOT-0, casar-5)
p(casar-5, .-6)

advmod(conhecia-3, Sim-1)
nsubj(conhecia-3, eu-2)
root(ROOT-0, conhecia-3)
det(homens-5, os-4)
dobj(conhecia-3, homens-5)
p(conhecia-3, .-6)

cc(conhecia-o-3, E-1)
advmod(conhecia-o-3, sobretudo-2)
root(ROOT-0, conhecia-o-3)
advmod(conhecia-o-3, fundamente-4)
p(conhecia-o-3, .-5)

nsubj(teria-3, Ele-1)
neg(teria-3, não-2)
root(ROOT-0, teria-3)
det(recurso-5, o-4)
dobj(teria-3, recurso-5)
adpmod(recurso-5, do-6)
adpobj(do-6, gesto-7)
appos(gesto-7, preferido-8)
p(teria-3, .-9)

cc(permaneceria-2, E-1)
root(ROOT-0, permaneceria-2)
amod(atônito-4, estático-3)
dobj(permaneceria-2, atônito-4)
p(permaneceria-2, .-5)

mark(estaria-2, Porque-1)
root(ROOT-0, estaria-2)
advmod(estaria-2, diante-3)
adpmod(diante-3, da-4)
adpobj(da-4, Verdade-5)
p(estaria-2, .-6)

nsubj(gostava-2, Ele-1)
root(ROOT-0, gostava-2)
adpmod(gostava-2, de-3)
adpobj(de-3, mim-4)
cc(gostava-2, e-5)
conj(gostava-2, talvez-6)
mark(conseguira-12, porque-7)
advmod(a-9, só-8)
adpmod(conseguira-12, a-9)
adpobj(a-9, mim-10)
neg(conseguira-12, não-11)
advcl(talvez-6, conseguira-12)
xcomp(conseguira-12, destruir-13)
mark(tinha-18, com-14)
poss(análises-16, suas-15)
nsubj(tinha-18, análises-16)
nsubj(tinha-18, eu-17)
advcl(destruir-13, tinha-18)
num(anos-22, vinte-19)
cc(vinte-19, e-20)
conj(vinte-19, dois-21)
dobj(tinha-18, anos-22)
p(gostava-2, .-23)

neg(consegui-2, Não-1)
root(ROOT-0, consegui-2)
xcomp(consegui-2, dormir-3)
adpmod(dormir-3, durante-4)
det(resto-6, o-5)
adpobj(durante-4, resto-6)
adpmod(resto-6, da-7)
adpobj(da-7, noite-8)
p(consegui-2, .-9)

root(ROOT-0, Estava-1)
advmod(desperta-3, tão-2)
acomp(Estava-1, desperta-3)
adpmod(desperta-3, que-4)
dobj(ressonar-6, o-5)
adpcomp(que-4, ressonar-6)
mark(enervava-10, de-7)
nsubj(enervava-10, Mira-8)
dobj(enervava-10, me-9)
advcl(ressonar-6, enervava-10)
cc(enervava-10, e-11)
adpmod(cortada-17, até-12)
det(lua-14, a-13)
adpobj(até-12, lua-14)
advmod(redonda-16, muito-15)
amod(lua-14, redonda-16)
conj(enervava-10, cortada-17)
adpmod(cortada-17, ao-18)
adpobj(ao-18, meio-19)
mark(defeituosa-27, por-20)
det(galho-22, um-21)
nsubj(defeituosa-27, galho-22)
adpmod(galho-22, de-23)
adpobj(de-23, folhas-24)
amod(folhas-24, finas-25)
aux(defeituosa-27, parecia-me-26)
advcl(cortada-17, defeituosa-27)
adpmod(defeituosa-27, com-28)
det(inchação-30, uma-29)
adpobj(com-28, inchação-30)
adpmod(inchação-30, do-31)
adpobj(do-31, lado-32)
advmod(artificial-34, excessivamente-33)
amod(lado-32, artificial-34)
p(Estava-1, .-35)

root(ROOT-0, Queria-1)
xcomp(Queria-1, abrir-2)
det(luz-4, a-3)
dobj(abrir-2, luz-4)
cc(Queria-1, mas-5)
conj(Queria-1, ouvia-6)
adpmod(ouvia-6, de-7)
adpobj(de-7, antemão-8)
det(queixas-10, as-9)
dobj(ouvia-6, queixas-10)
adpmod(queixas-10, de-11)
adpobj(de-11, Mira-12)
det(mamãe-14, a-13)
appos(queixas-10, mamãe-14)
adpmod(mamãe-14, no-15)
adpobj(no-15, dia-16)
amod(dia-16, seguinte-17)
p(Queria-1, .-18)

root(ROOT-0, Levantei-me-1)
adpmod(Levantei-me-1, com-2)
det(disposição-4, a-3)
adpobj(com-2, disposição-4)
adpmod(disposição-4, de-5)
det(mocinha-7, uma-6)
adpobj(de-5, mocinha-7)
adpmod(disposição-4, no-8)
adpobj(no-8, dia-9)
adpmod(dia-9, do-10)
poss(casamento-12, seu-11)
adpobj(do-10, casamento-12)
p(Levantei-me-1, .-13)

det(ato-2, Cada-1)
root(ROOT-0, ato-2)
poss(era-4, meu-3)
appos(ato-2, era-4)
amod(era-4, preparatório-5)
amod(preparatório-5, cheio-6)
adpmod(cheio-6, de-7)
adpobj(de-7, finalidades-8)
adpmod(preparatório-5, como-9)
adpobj(como-9, parte-10)
adpmod(parte-10, de-11)
det(ritual-13, um-12)
adpobj(de-11, ritual-13)
p(ato-2, .-14)

root(ROOT-0, Passei-1)
det(manhã-3, a-2)
dobj(Passei-1, manhã-3)
advmod(agitada-5, muito-4)
amod(manhã-3, agitada-5)
partmod(manhã-3, pensando-6)
adpmod(pensando-6, na-7)
adpobj(na-7, decoração-8)
adpmod(decoração-8, do-9)
adpobj(do-9, ambiente-10)
adpmod(pensando-6, na-11)
adpobj(na-11, roupa-12)
adpmod(pensando-6, nas-13)
adpobj(nas-13, flores-14)
amod(flores-14, frases-15)
cc(frases-15, e-16)
conj(frases-15, diálogos-17)
p(Passei-1, .-18)

mwe(disso-2, Depois-1)
root(ROOT-0, disso-2)
mark(arranjar-4, como-3)
advcl(disso-2, arranjar-4)
det(voz-6, a-5)
dobj(arranjar-4, voz-6)
amod(voz-6, suave-7)
cc(suave-7, e-8)
conj(suave-7, firme-9)
appos(voz-6, serena-10)
cc(serena-10, e-11)
conj(serena-10, meiga-12)
p(disso-2, ?-13)

root(ROOT-0, A-1)
adpcomp(A-1, continuar-2)
adpmod(continuar-2, naquela-3)
adpobj(naquela-3, febre-4)
nsubj(correria-6, eu-5)
appos(febre-4, correria-6)
dobj(riso-8, o-7)
rcmod(correria-6, riso-8)
adpmod(riso-8, de-9)
adpcomp(de-9, receber-10)
dobj(receber-10, W.-11)
adpmod(receber-10, com-12)
adpobj(com-12, gritos-13)
amod(gritos-13, nervosos-14)
p(riso-8, :-15)
nsubj(casar-18, W.-16)
aux(casar-18, vamos-17)
parataxis(riso-8, casar-18)
advmod(imediatamente-20, imediatamente-19)
advmod(casar-18, imediatamente-20)
p(A-1, .-21)

root(ROOT-0, Peguei-1)
adpmod(Peguei-1, numa-2)
adpobj(numa-2, folha-3)
adpmod(folha-3, de-4)
adpobj(de-4, papel-5)
cc(Peguei-1, e-6)
conj(Peguei-1, enchi-a-7)
adpmod(enchi-a-7, de-8)
adpobj(de-8, alto-9)
adpmod(alto-9, a-10)
adpobj(a-10, baixo-11)
p(baixo-11, :-12)
appos(baixo-11, Eternidade-13)
p(Peguei-1, .-14)

root(ROOT-0, Vida-1)
p(Vida-1, .-2)

root(ROOT-0, Mundo-1)
p(Mundo-1, .-2)

root(ROOT-0, Deus-1)
p(Deus-1, .-2)

root(ROOT-0, Eternidade-1)
p(Eternidade-1, .-2)

root(ROOT-0, Vida-1)
p(Vida-1, .-2)

root(ROOT-0, Mundo-1)
p(Mundo-1, .-2)

root(ROOT-0, Deus-1)
p(Deus-1, .-2)

root(ROOT-0, Eternidade-1)
p(Eternidade-1, .-2)

det(palavras-2, Essas-1)
nsubj(matavam-3, palavras-2)
root(ROOT-0, matavam-3)
det(sentido-5, o-4)
dobj(matavam-3, sentido-5)
adpmod(sentido-5, de-6)
adpobj(de-6, muitos-7)
adpmod(muitos-7, de-8)
poss(sentimentos-10, meus-9)
adpobj(de-8, sentimentos-10)
cc(sentimentos-10, e-11)
conj(sentimentos-10, deixavam-me-12)
amod(deixavam-me-12, fria-13)
adpmod(minúscula-18, por-14)
det(semanas-16, umas-15)
nmod(tão-17, semanas-16)
adpcomp(por-14, tão-17)
advcl(matavam-3, minúscula-18)
nsubj(descobria-21, eu-19)
dobj(descobria-21, me-20)
ccomp(minúscula-18, descobria-21)
p(matavam-3, .-22)

cc(queria-6, Mas-1)
adpmod(queria-6, na-2)
adpobj(na-2, verdade-3)
nsubj(queria-6, eu-4)
neg(queria-6, não-5)
root(ROOT-0, queria-6)
xcomp(queria-6, ficar-7)
acomp(ficar-7, fria-8)
p(queria-6, :-9)
parataxis(queria-6, desejava-10)
xcomp(desejava-10, viver-11)
det(momento-13, o-12)
dobj(viver-11, momento-13)
adpmod(momento-13, até-14)
adpobj(até-14, esgotá-lo-15)
p(queria-6, .-16)

root(ROOT-0, Precisava-1)
advmod(conquistar-3, apenas-2)
xcomp(Precisava-1, conquistar-3)
det(rosto-5, um-4)
dobj(conquistar-3, rosto-5)
advmod(afogueado-7, menos-6)
amod(rosto-5, afogueado-7)
p(Precisava-1, .-8)

root(ROOT-0, Sentei-me-1)
adpmod(Sentei-me-1, para-2)
det(longa-4, uma-3)
nsubj(costura-5, longa-4)
adpcomp(para-2, costura-5)
p(Sentei-me-1, .-6)

det(serenidade-2, A-1)
nsubj(foi-3, serenidade-2)
root(ROOT-0, foi-3)
advmod(foi-3, pouco-4)
det(pouco-6, a-5)
nsubj(voltando-7, pouco-6)
csubj(foi-3, voltando-7)
p(foi-3, .-8)

root(ROOT-0, E-1)
adpmod(E-1, com-2)
adpobj(com-2, ela-3)
det(certeza-8, uma-4)
amod(certeza-8, profunda-5)
cc(profunda-5, e-6)
conj(profunda-5, emocionante-7)
adpobj(com-2, certeza-8)
adpmod(certeza-8, de-9)
adpobj(de-9, amor-10)
p(E-1, .-11)

cc(pensei-2, Mas-1)
root(ROOT-0, pensei-2)
neg(existe-4, não-3)
ccomp(pensei-2, existe-4)
advmod(existe-4, mesmo-5)
det(nada-7, nada-6)
dobj(existe-4, nada-7)
rcmod(nada-7, por-8)
mark(troque-11, que-9)
nsubj(troque-11, eu-10)
ccomp(por-8, troque-11)
det(instantes-13, os-12)
dobj(troque-11, instantes-13)
nsubj(vêm-15, que-14)
rcmod(instantes-13, vêm-15)
p(pensei-2, !-16)

advmod(duas-2, Só-1)
nsubj(experimenta-se-8, duas-2)
cc(duas-2, ou-3)
num(vezes-5, três-4)
conj(duas-2, vezes-5)
adpmod(duas-2, na-6)
adpobj(na-6, vida-7)
root(ROOT-0, experimenta-se-8)
det(sensação-10, tal-9)
dobj(experimenta-se-8, sensação-10)
cc(experimenta-se-8, e-11)
det(palavras-13, as-12)
conj(experimenta-se-8, palavras-13)
appos(palavras-13, esperança-14)
compmod(saudade-16, felicidade-15)
appos(esperança-14, saudade-16)
adpmod(esperança-14, a-17)
adpobj(a-17, ela-18)
prt(ligam-20, se-19)
rcmod(esperança-14, ligam-20)
partmod(ligam-20, descobri-21)
p(experimenta-se-8, .-22)

cc(fechava-2, E-1)
root(ROOT-0, fechava-2)
det(olhos-4, os-3)
dobj(fechava-2, olhos-4)
cc(fechava-2, e-5)
conj(fechava-2, imaginava-o-6)
advmod(vivo-8, tão-7)
acomp(imaginava-o-6, vivo-8)
mark(tornava-13, que-9)
poss(presença-11, sua-10)
nsubj(tornava-13, presença-11)
prt(tornava-13, se-12)
ccomp(imaginava-o-6, tornava-13)
advmod(real-15, quase-14)
acomp(tornava-13, real-15)
p(tornava-13, :-16)
parataxis(tornava-13, sentia-17)
poss(mãos-19, suas-18)
dobj(sentia-17, mãos-19)
adpmod(sentia-17, sobre-20)
adpobj(sobre-20, as-21)
appos(as-21, minhas-22)
cc(minhas-22, e-23)
det(tontura-26, uma-24)
amod(tontura-26, ligeira-25)
nsubj(atordoava-28, tontura-26)
dobj(atordoava-28, me-27)
conj(minhas-22, atordoava-28)
p(fechava-2, .-29)

dep(perdoe-5, Oh-1)
poss(Deus-3, meu-2)
nsubj(perdoe-5, Deus-3)
dobj(perdoe-5, me-4)
root(ROOT-0, perdoe-5)
cc(perdoe-5, mas-6)
det(culpa-8, a-7)
nsubj(é-9, culpa-8)
conj(perdoe-5, é-9)
adpmod(é-9, do-10)
adpobj(do-10, verão-11)
det(culpa-13, a-12)
nsubj(é-14, culpa-13)
ccomp(é-9, é-14)
adpmod(é-14, de-15)
adpobj(de-15, ele-16)
csubj(é-14, ser-17)
advmod(bonito-19, tão-18)
acomp(ser-17, bonito-19)
cc(bonito-19, e-20)
conj(bonito-19, moreno-21)
cc(ser-17, e-22)
nsubj(loura-25, eu-23)
advmod(loura-25, tão-24)
conj(ser-17, loura-25)
p(perdoe-5, !-26)
p(perdoe-5, .-27)

det(idéia-2, A-1)
root(ROOT-0, idéia-2)
adpmod(idéia-2, de-3)
mark(sendo-7, que-4)
nsubj(sendo-7, eu-5)
aux(sendo-7, estava-6)
adpcomp(de-3, sendo-7)
acomp(sendo-7, feliz-8)
iobj(enchia-10, me-9)
ccomp(sendo-7, enchia-10)
advmod(precisava-14, tanto-11)
mark(precisava-14, que-12)
nsubj(precisava-14, eu-13)
advcl(enchia-10, precisava-14)
xcomp(precisava-14, fazer-15)
det(coisa-17, alguma-16)
dobj(fazer-15, coisa-17)
det(bondade-19, alguma-18)
appos(coisa-17, bondade-19)
adpmod(bondade-19, para-20)
neg(ficar-22, não-21)
adpcomp(para-20, ficar-22)
adpmod(ficar-22, com-23)
adpobj(com-23, remorsos-24)
p(idéia-2, .-25)

root(ROOT-0, E-1)
mark(desse-4, se-2)
nsubj(desse-4, eu-3)
advcl(E-1, desse-4)
det(golinha-6, a-5)
dobj(desse-4, golinha-6)
adpmod(golinha-6, de-7)
adpobj(de-7, renda-8)
adpmod(golinha-6, a-9)
adpobj(a-9, Mira-10)
p(E-1, ?-11)

root(ROOT-0, Sim-1)
nsubj(Sim-1, o-2)
nsubj(é-4, que-3)
rcmod(o-2, é-4)
det(golinha-6, uma-5)
attr(é-4, golinha-6)
adpmod(golinha-6, de-7)
adpobj(de-7, renda-8)
cc(golinha-6, embora-9)
conj(golinha-6, bonita-10)
advmod(bonita-10, diante-11)
adpmod(diante-11, de-12)
p(Sim-1, .-13)

root(ROOT-0, Eternidade-1)
p(Eternidade-1, .-2)

root(ROOT-0, Vida-1)
p(Vida-1, .-2)

root(ROOT-0, Mundo.Amor-1)
p(Mundo.Amor-1, ?-2)

nsubj(tem-2, Mira-1)
root(ROOT-0, tem-2)
num(anos-4, quatorze-3)
dobj(tem-2, anos-4)
cc(tem-2, e-5)
conj(tem-2, é-6)
advmod(exagerada-8, muito-7)
acomp(é-6, exagerada-8)
mark(entrou-10, quando-9)
advcl(disse-25, entrou-10)
acomp(entrou-10, esbaforida-11)
adpmod(esbaforida-11, no-12)
adpobj(no-12, quarto-13)
cc(entrou-10, e-14)
conj(entrou-10, fechou-15)
det(porta-17, a-16)
dobj(fechou-15, porta-17)
advmod(fechou-15, atrás-18)
adpmod(atrás-18, de-19)
adpobj(de-19, si-20)
adpmod(si-20, com-21)
amod(gesto-23, grandes-22)
adpobj(com-21, gesto-23)
nsubj(disse-25, eu-24)
conj(é-6, disse-25)
p(disse-25, :-26)
p(Beba-28, --27)
parataxis(disse-25, Beba-28)
det(copo-30, um-29)
appos(Beba-28, copo-30)
amod(copo-30, dágua-31)
cc(copo-30, e-32)
advmod(conta-34, depois-33)
conj(copo-30, conta-34)
adpmod(conta-34, como-35)
det(gata-37, a-36)
nsubj(teve-38, gata-37)
adpcomp(como-35, teve-38)
num(gatinhos-40, trinta-39)
dobj(teve-38, gatinhos-40)
cc(gatinhos-40, e-41)
num(cachorrinhos-43, dois-42)
conj(gatinhos-40, cachorrinhos-43)
amod(cachorrinhos-43, pretos-44)
p(tem-2, .-45)

p(Clarinha-2, --1)
nsubj(disse-3, Clarinha-2)
root(ROOT-0, disse-3)
mark(matou-7, que-4)
nsubj(matou-7, ele-5)
dobj(matou-7, se-6)
ccomp(disse-3, matou-7)
p(disse-3, !-8)

mark(matou-2, Se-1)
root(ROOT-0, matou-2)
adpmod(matou-2, com-3)
det(tiro-5, um-4)
adpobj(com-3, tiro-5)
adpmod(tiro-5, na-6)
adpobj(na-6, cabeça-7)
p(matou-2, .-8)

root(ROOT-0, É-1)
attr(É-1, verdade-2)
parataxis(É-1, é-3)
p(É-1, ?-4)

cc(é-4, É-1)
attr(É-1, mentira-2)
neg(é-4, não-3)
root(ROOT-0, é-4)
p(é-4, ?-5)

cc(repentinamente-2, E-1)
root(ROOT-0, repentinamente-2)
det(história-4, a-3)
dobj(repentinamente-2, história-4)
dobj(partiu-6, se-5)
partmod(repentinamente-2, partiu-6)
p(repentinamente-2, .-7)

advmod(teve-2, Nem-1)
root(ROOT-0, teve-2)
adp(menos-4, ao-3)
advmod(um-5, menos-4)
num(fim-6, um-5)
dobj(teve-2, fim-6)
amod(fim-6, suave-7)
p(teve-2, .-8)

root(ROOT-0, Terminou-1)
adpmod(Terminou-1, com-2)
det(brusquidão-4, a-3)
adpobj(com-2, brusquidão-4)
cc(Terminou-1, e-5)
det(falta-7, a-6)
conj(Terminou-1, falta-7)
adpmod(falta-7, de-8)
adpobj(de-8, lógica-9)
adpmod(lógica-9, de-10)
det(bofetada-12, uma-11)
adpobj(de-10, bofetada-12)
adpmod(bofetada-12, em-13)
amod(rosto-15, pleno-14)
adpobj(em-13, rosto-15)
p(Terminou-1, .-16)

root(ROOT-0, Estou-1)
acomp(Estou-1, casada-2)
cc(Estou-1, e-3)
conj(Estou-1, tenho-4)
det(filho-6, um-5)
dobj(tenho-4, filho-6)
p(Estou-1, .-7)

neg(dei-3, Não-1)
iobj(dei-3, lhe-2)
root(ROOT-0, dei-3)
det(nome-5, o-4)
dobj(dei-3, nome-5)
adpmod(nome-5, de-6)
adpobj(de-6, W.-7)
cc(dei-3, E-8)
neg(olhar-11, não-9)
aux(olhar-11, costumo-10)
conj(dei-3, olhar-11)
adpmod(olhar-11, para-12)
adpcomp(para-12, trás-13)
p(dei-3, :-14)
ccomp(dei-3, tenho-15)
adpmod(tenho-15, em-16)
adpobj(em-16, mente-17)
advmod(tenho-15, ainda-18)
dobj(tenho-15, o-19)
partmod(o-19, castigo-20)
mark(deu-23, que-21)
nsubj(deu-23, Deus-22)
ccomp(castigo-20, deu-23)
adpmod(deu-23, à-24)
adpobj(à-24, mulher-25)
adpmod(mulher-25, de-26)
adpobj(de-26, Loth-27)
p(dei-3, .-28)

cc(escrevi-3, E-1)
advmod(escrevi-3, só-2)
root(ROOT-0, escrevi-3)
dobj(escrevi-3, isso-4)
mark(ver-6, para-5)
advcl(escrevi-3, ver-6)
mark(conseguia-8, se-7)
ccomp(ver-6, conseguia-8)
xcomp(conseguia-8, achar-9)
det(resposta-11, uma-10)
dobj(achar-9, resposta-11)
adpmod(resposta-11, a-12)
adpobj(a-12, perguntas-13)
nsubj(torturam-16, que-14)
dobj(torturam-16, me-15)
rcmod(perguntas-13, torturam-16)
adpmod(torturam-16, de-17)
adpcomp(de-17, quando-18)
adpmod(quando-18, em-19)
advmod(perturbando-21, quando-20)
adpcomp(em-19, perturbando-21)
poss(paz-23, minha-22)
dobj(perturbando-21, paz-23)
p(paz-23, :-24)
nsubj(sentido-26, que-25)
rcmod(paz-23, sentido-26)
partmod(sentido-26, teve-27)
det(passagem-29, a-28)
dobj(teve-27, passagem-29)
adpmod(passagem-29, de-30)
adpobj(de-30, W.-31)
adpmod(teve-27, pelo-32)
adpobj(pelo-32, mundo-33)
p(escrevi-3, ?-34)

nsubj(sentido-2, que-1)
root(ROOT-0, sentido-2)
ccomp(sentido-2, teve-3)
det(dor-6, a-4)
poss(dor-6, minha-5)
dobj(teve-3, dor-6)
p(sentido-2, ?-7)

det(fio-3, qual-1)
det(fio-3, o-2)
root(ROOT-0, fio-3)
dep(fio-3, que-4)
det(fatos-6, esses-5)
appos(que-4, fatos-6)
compmod(Eternidade-8, a.-7)
appos(fatos-6, Eternidade-8)
p(fio-3, .-9)

root(ROOT-0, Vida-1)
p(Vida-1, .-2)

root(ROOT-0, Mundo-1)
p(Mundo-1, .-2)

root(ROOT-0, Deus-1)
p(Deus-1, .-2)
p(Deus-1, ?-3)

nsubj(Sentou-se-3, Outubro-1)
nmod(Outubro-1, 1940-2)
root(ROOT-0, Sentou-se-3)
