det(apito-2, O-1)
adpmod(trouxe-7, para-8)
det(noite-10, a-9)
adpobj(para-8, noite-10)
adpmod(noite-10, da-11)
adpobj(da-11, Bahia-12)
appos(noite-10, fragmentos-13)
adpmod(fragmentos-13, das-14)
adpobj(das-14, conversas-15)
adpmod(conversas-15, de-16)
adpobj(de-16, bordo-17)
appos(bordo-17, palavras-18)
nsubjpass(pronunciadas-21, que-19)
auxpass(pronunciadas-21, foram-20)
rcmod(palavras-18, pronunciadas-21)
adpmod(pronunciadas-21, em-22)
adpobj(em-22, tom-23)
advmod(forte-25, mais-24)
amod(tom-23, forte-25)
p(tom-23, :-26)
appos(tom-23, terras-27)
appos(terras-27, dinheiro-28)
appos(dinheiro-28, cacau-29)
cc(cacau-29, e-30)
conj(cacau-29, morte-31)
p(soprou-3, .-32)

det(casas-2, As-1)
nsubj(desapareciam-3, casas-2)
root(ROOT-0, desapareciam-3)
p(desapareciam-3, .-4)

nsubj(rodou-2, João-1)
root(ROOT-0, rodou-2)
det(anel-4, o-3)
dobj(rodou-2, anel-4)
adpmod(rodou-2, no-5)
adpobj(no-5, dedo-6)
partmod(rodou-2, querendo-7)
xcomp(querendo-7, desviar-8)
det(vista-10, a-9)
dobj(desviar-8, vista-10)
adpmod(vista-10, do-11)
adpobj(do-11, homem-12)
adpmod(homem-12, de-13)
adpobj(de-13, preto-14)
nsubj(limpava-16, que-15)
rcmod(homem-12, limpava-16)
det(olhos-18, os-17)
dobj(limpava-16, olhos-18)
cc(querendo-7, e-19)
nsubj(dizia-21, que-20)
conj(querendo-7, dizia-21)
adpmod(dizia-21, como-22)
det(explicação-24, uma-23)
adpobj(como-22, explicação-24)
adpmod(explicação-24, de-25)
det(cena-28, toda-26)
det(cena-28, a-27)
dobj(coitadinha-33, cena-28)
p(cena-28, :-29)
p(Tá-31, --30)
nsubj(coitadinha-33, Tá-31)
aux(coitadinha-33, tísica-32)
adpcomp(de-25, coitadinha-33)
p(rodou-2, .-34)

det(médico-2, O-1)
nsubj(deu-4, médico-2)
neg(deu-4, não-3)
root(ROOT-0, deu-4)
dobj(deu-4, esperanças-5)
p(deu-4, .-6)

nsubj(olhou-2, João-1)
root(ROOT-0, olhou-2)
det(mar-4, o-3)
dobj(olhou-2, mar-4)
adpmod(mar-4, de-5)
det(verde-escuro-7, um-6)
adpobj(de-5, verde-escuro-7)
cc(olhou-2, e-8)
advmod(lembrou-12, só-9)
advmod(lembrou-12, então-10)
prt(lembrou-12, se-11)
conj(olhou-2, lembrou-12)
adpmod(lembrou-12, dos-13)
adpobj(dos-13, motivos-14)
adpmod(lembrou-12, por-15)
det(fugia-17, que-16)
adpobj(por-15, fugia-17)
advmod(de-19, assim-18)
adpmod(fugia-17, de-19)
adpobj(de-19, cidade-20)
p(olhou-2, .-21)

det(anel-2, O-1)
nsubj(estava-5, anel-2)
adpmod(anel-2, de-3)
adpobj(de-3, engenheiro-4)
root(ROOT-0, estava-5)
acomp(estava-5, perfeito-6)
adpmod(estava-5, no-7)
poss(dedo-9, seu-8)
adpobj(no-7, dedo-9)
cc(estava-5, e-10)
conj(estava-5, parecia-11)
adpmod(parecia-11, até-12)
adpobj(até-12, feito-13)
amod(feito-13, propositadamente-14)
adpmod(feito-13, para-15)
adpobj(para-15, ele-16)
p(estava-5, .-17)

root(ROOT-0, Murmurou-1)
adpmod(Murmurou-1, de-2)
adpobj(de-2, si-3)
adpmod(Murmurou-1, para-4)
adpobj(para-4, si-5)
p(Murmurou-1, :-6)
p(fosse-10, --7)
mwe(que-9, Nem-8)
mark(fosse-10, que-9)
parataxis(Murmurou-1, fosse-10)
adpmod(fosse-10, de-11)
adpobj(de-11, encomenda-12)
p(fosse-10, .-13)
p(Murmurou-1, .-14)

root(ROOT-0, Riu-1)
mark(recordando-3, se-2)
ccomp(Riu-1, recordando-3)
adpmod(recordando-3, do-4)
adpobj(do-4, engenheiro-5)
p(Riu-1, .-6)

det(pato-2, Um-1)
root(ROOT-0, pato-2)
p(pato-2, .-3)

advmod(vira-2, Nunca-1)
root(ROOT-0, vira-2)
dobj(vira-2, pato-3)
advmod(grande-5, tão-4)
amod(pato-3, grande-5)
p(vira-2, .-6)

nsubj(entendia-5, Aquele-1)
adpmod(Aquele-1, de-2)
adpobj(de-2, pôquer-3)
neg(entendia-5, não-4)
root(ROOT-0, entendia-5)
nsubj(deixara-7, nada-6)
xcomp(entendia-5, deixara-7)
advmod(deixara-7, mesmo-8)
dobj(deixara-7, tudo-9)
nsubj(tinha-11, que-10)
rcmod(tudo-9, tinha-11)
adpmod(tinha-11, até-12)
det(anel-14, o-13)
adpobj(até-12, anel-14)
p(entendia-5, .-15)

advmod(naquela-2, também-1)
adpmod(fazia-4, naquela-2)
adpobj(naquela-2, noite-3)
root(ROOT-0, fazia-4)
det(semana-6, uma-5)
dobj(fazia-4, semana-6)
nsubj(limpara-8, João-7)
partmod(semana-6, limpara-8)
det(mesa-10, a-9)
dobj(limpara-8, mesa-10)
advmod(mesa-10, só-11)
adpmod(só-11, do-12)
nsubj(levara-15, coronel-13)
appos(coronel-13, Juvêncio-14)
adpcomp(do-12, levara-15)
det(conto-17, um-16)
dobj(levara-15, conto-17)
cc(conto-17, e-18)
conj(conto-17, quinhentos-19)
p(fazia-4, .-20)

det(culpa-2, Que-1)
nsubj(tinha-3, culpa-2)
root(ROOT-0, tinha-3)
dobj(tinha-3, ele-4)
p(tinha-3, ?-5)

root(ROOT-0, Estava-1)
advmod(bem-3, muito-2)
advmod(seminu-7, bem-3)
mark(seminu-7, do-4)
poss(estirado-6, seu-5)
nsubj(seminu-7, estirado-6)
advcl(Estava-1, seminu-7)
adpmod(seminu-7, na-8)
adpobj(na-8, cama-9)
adpmod(cama-9, da-10)
adpobj(da-10, Violeta-11)
nsubj(cantava-13, que-12)
ccomp(seminu-7, cantava-13)
adpmod(cantava-13, com-14)
poss(voz-16, sua-15)
adpobj(com-14, voz-16)
amod(voz-16, delicada-17)
cc(Estava-1, e-18)
conj(Estava-1, enfiava-19)
det(dedos-21, os-20)
dobj(enfiava-19, dedos-21)
adpmod(enfiava-19, nos-22)
poss(cabelos-24, seus-23)
adpobj(nos-22, cabelos-24)
mark(apareceu-30, quando-25)
det(menino-27, o-26)
nsubj(apareceu-30, menino-27)
adpmod(menino-27, do-28)
adpobj(do-28, Tabaris-29)
advcl(enfiava-19, apareceu-30)
partmod(apareceu-30, dizendo-31)
mark(corrido-35, que-32)
advmod(corrido-35, já-33)
aux(corrido-35, tinha-34)
ccomp(dizendo-31, corrido-35)
det(cidade-37, a-36)
dobj(corrido-35, cidade-37)
amod(cidade-37, toda-38)
advmod(corrido-35, atrás-39)
adpmod(atrás-39, dele-40)
p(Estava-1, .-41)

nsubj(arranjava-4, Rodolfo-1)
advmod(arranjava-4, sempre-2)
iobj(arranjava-4, lhe-3)
root(ROOT-0, arranjava-4)
det(banquinha-6, uma-5)
dobj(arranjava-4, banquinha-6)
p(arranjava-4, .-7)

mark(estava-5, Quando-1)
det(mesa-3, uma-2)
nsubj(estava-5, mesa-3)
neg(estava-5, não-4)
advcl(perguntava-8, estava-5)
acomp(estava-5, completa-6)
nsubj(perguntava-8, ele-7)
root(ROOT-0, perguntava-8)
adp(parceiros-10, aos-9)
iobj(perguntava-8, parceiros-10)
p(perguntava-8, :-11)
p(senhores-14, --12)
det(senhores-14, Os-13)
nsubj(conhecem-15, senhores-14)
parataxis(perguntava-8, conhecem-15)
det(Magalhães-19, o-16)
compmod(Magalhães-19, Capitão-17)
compmod(Magalhães-19, João-18)
dobj(conhecem-15, Magalhães-19)
p(perguntava-8, ?-20)

det(capitão-2, Um-1)
root(ROOT-0, capitão-2)
amod(capitão-2, reformado-3)
p(capitão-2, ?-4)

advmod(havia-2, Sempre-1)
root(ROOT-0, havia-2)
dobj(havia-2, um-3)
nsubj(conhecia-5, que-4)
rcmod(um-3, conhecia-5)
mark(jogado-9, que-6)
advmod(jogado-9, já-7)
aux(jogado-9, tinha-8)
ccomp(conhecia-5, jogado-9)
adpmod(jogado-9, com-10)
adpobj(com-10, ele-11)
p(havia-2, .-12)

det(perguntavam-3, Os-1)
det(perguntavam-3, outros-2)
nsubj(é-7, perguntavam-3)
p(perguntavam-3, :-4)
p(é-7, --5)
neg(é-7, Não-6)
root(ROOT-0, é-7)
attr(é-7, rato-8)
advmod(rato-8, não-9)
p(é-7, ?-10)

nsubj(bancava-2, Rodolfo-1)
root(ROOT-0, bancava-2)
dobj(bancava-2, indignação-3)
p(bancava-2, :-4)
p(joga-8, --5)
det(Capitão-7, O-6)
nsubj(joga-8, Capitão-7)
parataxis(bancava-2, joga-8)
amod(joga-8, sério-9)
p(bancava-2, .-10)

nsubj(nega-5, Joga-1)
advmod(nega-5, bem-2)
neg(nega-5, não-3)
prt(nega-5, se-4)
root(ROOT-0, nega-5)
det(verdade-7, a-6)
dobj(nega-5, verdade-7)
p(nega-5, .-8)

root(ROOT-0, Mas-1)
adpmod(Mas-1, para-2)
det(sujeito-4, um-3)
adpobj(para-2, sujeito-4)
partmod(sujeito-4, jogar-5)
acomp(é-7, sério-6)
partmod(jogar-5, é-7)
acomp(é-7, preciso-8)
nsubj(jogue-10, que-9)
csubj(é-7, jogue-10)
adpmod(jogue-10, como-11)
det(Capitão-13, o-12)
adpobj(como-11, Capitão-13)
p(Mas-1, .-14)

root(ROOT-0, Mentia-1)
adpmod(Mentia-1, com-2)
det(cara-4, a-3)
adpobj(com-2, cara-4)
advmod(cínica-6, mais-5)
amod(cara-4, cínica-6)
adpmod(cara-4, desse-7)
adpobj(desse-7, mundo-8)
cc(Mentia-1, e-9)
advmod(completava-11, ainda-10)
conj(Mentia-1, completava-11)
p(completava-11, :-12)
p(mesa-15, --13)
det(mesa-15, Uma-14)
nsubj(tem-20, mesa-15)
adpmod(mesa-15, sem-16)
det(Capitão-18, o-17)
adpobj(sem-16, Capitão-18)
neg(tem-20, não-19)
parataxis(completava-11, tem-20)
dobj(tem-20, graça-21)
p(Mentia-1, .-22)

mark(passar-2, Para-1)
root(ROOT-0, passar-2)
nsubj(tinha-6, essa-3)
advmod(tinha-6, cantada-4)
nsubj(tinha-6, Rodolfo-5)
ccomp(passar-2, tinha-6)
det(comissão-9, a-7)
poss(comissão-9, sua-8)
dobj(tinha-6, comissão-9)
cc(tinha-6, e-10)
conj(tinha-6, sabia-11)
det(mesa-13, que-12)
dobj(sabia-11, mesa-13)
advmod(era-18, onde-14)
compmod(Magalhães-16, João-15)
nsubj(era-18, Magalhães-16)
aux(era-18, estava-17)
rcmod(mesa-13, era-18)
attr(era-18, mesa-19)
advmod(corria-23, onde-20)
det(bebida-22, a-21)
nsubj(corria-23, bebida-22)
rcmod(mesa-19, corria-23)
cc(corria-23, e-24)
nsubj(era-29, o-25)
advmod(era-29, barato-26)
adpmod(barato-26, da-27)
adpobj(da-27, casa-28)
conj(corria-23, era-29)
acomp(era-29, pesado-30)
p(passar-2, .-31)

root(ROOT-0, Mandava-1)
det(menino-3, o-2)
nsubj(preparava-7, menino-3)
advmod(menino-3, atrás-4)
adpmod(atrás-4, de-5)
adpobj(de-5, João-6)
ccomp(Mandava-1, preparava-7)
det(baralhos-9, os-8)
dobj(preparava-7, baralhos-9)
p(Mandava-1, .-10)

root(ROOT-0, Fora-1)
advmod(Fora-1, assim-2)
adpmod(Fora-1, naquela-3)
adpobj(naquela-3, noite-4)
p(Fora-1, .-5)

nsubj(mole-mole-3, João-1)
aux(mole-mole-3, estava-2)
root(ROOT-0, mole-mole-3)
det(dedos-5, os-4)
dobj(mole-mole-3, dedos-5)
adpmod(dedos-5, de-6)
adpobj(de-6, Violeta-7)
adpmod(mole-mole-3, nos-8)
poss(cabelos-10, seus-9)
adpobj(nos-8, cabelos-10)
advmod(adormecendo-12, quase-11)
partmod(mole-mole-3, adormecendo-12)
adpmod(adormecendo-12, ao-13)
adpobj(ao-13, som-14)
adpmod(som-14, da-15)
poss(voz-17, sua-16)
adpobj(da-15, voz-17)
mark(apareceu-21, quando-18)
det(garoto-20, o-19)
nsubj(apareceu-21, garoto-20)
advcl(adormecendo-12, apareceu-21)
p(mole-mole-3, .-22)

advmod(houve-2, Só-1)
root(ROOT-0, houve-2)
amod(tempo-4, mesmo-3)
dobj(houve-2, tempo-4)
adpmod(tempo-4, de-5)
adpcomp(de-5, botar-6)
det(roupa-8, a-7)
dobj(botar-6, roupa-8)
cc(botar-6, e-9)
adpmod(estava-12, num-10)
adpobj(num-10, instante-11)
conj(botar-6, estava-12)
acomp(estava-12, aboletado-13)
adpmod(estava-12, na-14)
adpobj(na-14, sala-15)
adpmod(sala-15, dos-16)
adpobj(dos-16, fundos-17)
adpmod(fundos-17, do-18)
adpobj(do-18, cassino-19)
p(houve-2, .-20)

adpmod(levou-4, Do-1)
compmod(Juvêncio-3, Coronel-2)
adpobj(Do-1, Juvêncio-3)
root(ROOT-0, levou-4)
det(conto-6, um-5)
nsubj(levou-12, conto-6)
cc(conto-6, e-7)
conj(conto-6, quinhentos-8)
cc(conto-6, e-9)
adpmod(conto-6, do-10)
adpobj(do-10, engenheiro-11)
xcomp(levou-4, levou-12)
dobj(levou-12, tudo-13)
dobj(tinha-16, que-14)
nsubj(tinha-16, ele-15)
rcmod(tudo-13, tinha-16)
adpmod(tinha-16, no-17)
adpobj(no-17, bolso-18)
partmod(levou-4, levou-19)
adpmod(levou-19, até-20)
det(anel-22, o-21)
adpobj(até-20, anel-22)
adpmod(anel-22, de-23)
adpobj(de-23, formatura-24)
dobj(apostou-28, que-25)
det(rapaz-27, o-26)
nsubj(apostou-28, rapaz-27)
rcmod(anel-22, apostou-28)
adpmod(apostou-28, na-29)
adpobj(na-29, hora-30)
nsubj(viu-33, que-31)
dobj(viu-33, se-32)
rcmod(hora-30, viu-33)
adpmod(viu-33, com-34)
det(four-36, um-35)
adpobj(com-34, four-36)
adpmod(four-36, de-37)
adpobj(de-37, damas-38)
adpmod(viu-33, na-39)
adpobj(na-39, mão-40)
advmod(numa-42, mesmo-41)
adpmod(viu-33, numa-42)
adpobj(numa-42, hora-43)
adpmod(dera-48, em-44)
adpobj(em-44, que-45)
compmod(Magalhães-47, João-46)
appos(que-45, Magalhães-47)
rcmod(hora-43, dera-48)
det(cartas-50, as-49)
dobj(dera-48, cartas-50)
p(levou-4, .-51)

root(ROOT-0, Perdeu-1)
mark(era-9, porque-2)
det(four-4, o-3)
nsubj(era-9, four-4)
adpmod(four-4, do-5)
compmod(Magalhães-8, Capitão-6)
compmod(Magalhães-8, João-7)
adpobj(do-5, Magalhães-8)
advcl(Perdeu-1, era-9)
adpmod(era-9, de-10)
adpobj(de-10, reis-11)
p(Perdeu-1, .-12)

root(ROOT-0, Só-1)
det(parceiro-4, o-2)
det(parceiro-4, outro-3)
nsubj(Só-1, parceiro-4)
det(comerciante-6, um-5)
appos(parceiro-4, comerciante-6)
adpmod(comerciante-6, da-7)
adpobj(da-7, cidade-8)
amod(cidade-8, baixa-9)
partmod(comerciante-6, tivera-10)
dobj(tivera-10, lucro-11)
advmod(duzentos-13, também-12)
appos(lucro-11, duzentos-13)
cc(tivera-10, e-14)
det(mil-réis-16, poucos-15)
conj(tivera-10, mil-réis-16)
p(Só-1, .-17)

root(ROOT-0, Em-1)
adpobj(Em-1, mesa-2)
adpmod(Em-1, em-3)
dobj(jogasse-6, que-4)
nsubj(jogasse-6, João-5)
adpcomp(em-3, jogasse-6)
det(parceiro-8, outro-7)
nsubj(ganhava-9, parceiro-8)
ccomp(jogasse-6, ganhava-9)
advmod(era-11, sempre-10)
ccomp(ganhava-9, era-11)
adpmod(era-11, da-12)
poss(técnica-14, sua-13)
adpobj(da-12, técnica-14)
p(Em-1, .-15)

cc(diziam-9, E-1)
mark(tinha-5, como-2)
det(Capitão-4, o-3)
nsubj(tinha-5, Capitão-4)
advcl(diziam-9, tinha-5)
det(gênio-7, um-6)
dobj(tinha-5, gênio-7)
amod(gênio-7, esquisito-8)
root(ROOT-0, diziam-9)
det(íntimos-11, os-10)
nsubj(escolhia-12, íntimos-11)
xcomp(diziam-9, escolhia-12)
det(ganhador-14, o-13)
dobj(escolhia-12, ganhador-14)
adpmod(escolhia-12, pela-15)
adpobj(pela-15, cor-16)
adpmod(cor-16, dos-17)
adpobj(dos-17, olhos-18)
nsubj(olhando-31, olhos-19)
nsubj(aproximassem-23, que-20)
advmod(aproximassem-23, mais-21)
prt(aproximassem-23, se-22)
rcmod(olhos-19, aproximassem-23)
adpmod(aproximassem-23, de-24)
det(que-26, uns-25)
nsubj(ficado-28, que-26)
aux(ficado-28, haviam-27)
adpcomp(de-24, ficado-28)
adpmod(ficado-28, no-29)
adpobj(no-29, Rio-30)
rcmod(olhos-18, olhando-31)
det(figura-33, a-32)
dobj(olhando-31, figura-33)
adpmod(figura-33, do-34)
adpobj(do-34, profissional-35)
adpmod(olhando-31, com-36)
adpobj(com-36, desprezo-37)
cc(desprezo-37, e-38)
conj(desprezo-37, nojo-39)
p(diziam-9, .-40)

root(ROOT-0, Era-1)
adpmod(Era-1, de-2)
adpobj(de-2, manhã-3)
mark(levantaram-7, quando-4)
nsubj(levantaram-7, todos-5)
prt(levantaram-7, se-6)
advcl(Era-1, levantaram-7)
cc(levantaram-7, e-8)
nsubj(avaliou-10, Rodolfo-9)
conj(levantaram-7, avaliou-10)
det(anel-12, o-11)
dobj(avaliou-10, anel-12)
adpmod(avaliou-10, em-13)
advmod(de-15, mais-14)
adpmod(em-13, de-15)
det(conto-17, um-16)
adpobj(de-15, conto-17)
p(Era-1, .-18)

det(engenheiro-2, O-1)
nsubj(jogara-3, engenheiro-2)
root(ROOT-0, jogara-3)
adpmod(jogara-3, por-4)
adpobj(por-4, trezentos-5)
cc(trezentos-5, e-6)
conj(trezentos-5, vinte-7)
adpmod(jogara-3, no-8)
adpobj(no-8, four-9)
adpmod(four-9, de-10)
adpobj(de-10, damas-11)
p(jogara-3, .-12)

nsubj(ri-2, João-1)
root(ROOT-0, ri-2)
adpmod(ri-2, no-3)
adpobj(no-3, tombadilho-4)
adpmod(tombadilho-4, do-5)
adpobj(do-5, navio-6)
p(ri-2, .-7)

advmod(acredita-4, Só-1)
nsubj(acredita-4, gente-2)
amod(gente-2, besta-3)
root(ROOT-0, acredita-4)
adpmod(acredita-4, nas-5)
adpobj(nas-5, damas-6)
p(acredita-4, .-7)

root(ROOT-0, Tinha-1)
xcomp(Tinha-1, ido-2)
adpmod(ido-2, para-3)
det(casa-5, a-4)
adpobj(para-3, casa-5)
adpmod(casa-5, de-6)
adpobj(de-6, Violeta-7)
advmod(pensando-10, bem-8)
aux(pensando-10, descansado-9)
partmod(ido-2, pensando-10)
adpmod(pensando-10, na-11)
adpobj(na-11, satisfação-12)
dobj(teria-16, que-13)
det(rapariga-15, a-14)
nsubj(teria-16, rapariga-15)
rcmod(satisfação-12, teria-16)
adpmod(teria-16, no-17)
adpobj(no-17, dia-18)
amod(dia-18, seguinte-19)
mark(levasse-23, quando-20)
nsubj(levasse-23, ele-21)
iobj(levasse-23, lhe-22)
advcl(Tinha-1, levasse-23)
det(vestido-25, aquele-24)
dobj(levasse-23, vestido-25)
adpmod(vestido-25, de-26)
amod(azul-28, seda-27)
adpobj(de-26, azul-28)
dobj(vira-31, que-29)
nsubj(vira-31, ela-30)
rcmod(vestido-25, vira-31)
adpmod(vira-31, numa-32)
adpobj(numa-32, vitrine-33)
p(Tinha-1, .-34)

nsubj(é-3, Pois-1)
neg(é-3, não-2)
root(ROOT-0, é-3)
adpmod(é-3, que-4)
det(engenheiro-6, o-5)
adpobj(que-4, engenheiro-6)
adpmod(engenheiro-6, em-7)
adpobj(em-7, vez-8)
adpmod(vez-8, de-9)
adpcomp(de-9, perder-10)
dobj(perder-10, calado-11)
adpmod(perder-10, no-12)
det(dia-14, outro-13)
adpobj(no-12, dia-14)
dobj(botou-16, se-15)
ccomp(perder-10, botou-16)
adpmod(botou-16, para-17)
det(policia-19, a-18)
adpobj(para-17, policia-19)
partmod(botou-16, contou-20)
det(história-22, uma-21)
nsubj(disse-24, história-22)
amod(história-22, atrapalhada-23)
ccomp(contou-20, disse-24)
nsubj(perguntou-30, cobras-25)
cc(cobras-25, e-26)
conj(cobras-25, lagartos-27)
adpmod(lagartos-27, de-28)
adpobj(de-28, João-29)
csubj(era-34, perguntou-30)
adpmod(perguntou-30, de-31)
det(exército-33, que-32)
adpobj(de-31, exército-33)
ccomp(disse-24, era-34)
det(patente-37, a-35)
poss(patente-37, sua-36)
attr(era-34, patente-37)
adpmod(patente-37, de-38)
adpobj(de-38, Capitão-39)
cc(patente-37, e-40)
det(polícia-42, a-41)
nsubj(chamou-46, polícia-42)
advmod(o-45, só-43)
neg(o-45, não-44)
dobj(chamou-46, o-45)
conj(patente-37, chamou-46)
adpmod(chamou-46, para-47)
det(conversa-49, uma-48)
adpobj(para-47, conversa-49)
cc(patente-37, porque-50)
neg(encontrou-53, não-51)
dobj(encontrou-53, o-52)
conj(patente-37, encontrou-53)
p(engenheiro-6, ?-54)

nsubj(escondera-3, Rodolfo-1)
dobj(escondera-3, o-2)
root(ROOT-0, escondera-3)
advmod(escondido-5, bem-4)
partmod(escondera-3, escondido-5)
compmod(Doca-7, Agripino-6)
nsubj(dissera-lhe-8, Doca-7)
partmod(escondido-5, dissera-lhe-8)
dobj(dissera-lhe-8, maravilhas-9)
adpmod(maravilhas-9, de-10)
adpobj(de-10, Ilhéus-11)
cc(de-10, e-12)
conj(de-10, do-13)
adpobj(do-13, cacau-14)
cc(dissera-lhe-8, e-15)
advmod(estava-18, agora-16)
nsubj(estava-18, ele-17)
conj(dissera-lhe-8, estava-18)
adpmod(estava-18, naquele-19)
adpobj(naquele-19, navio-20)
mwe(de-22, depois-21)
mark(passado-24, de-22)
aux(passado-24, ter-23)
advcl(estava-18, passado-24)
num(meses-26, oito-25)
nmod(passado-24, meses-26)
adpmod(estava-18, na-27)
adpobj(na-27, Bahia-28)
det(caminho-30, a-29)
nsubj(estava-18, caminho-30)
adpmod(caminho-30, de-31)
adpobj(de-31, Ilhéus-32)
advmod(surgira-34, onde-33)
rcmod(caminho-30, surgira-34)
det(cacau-36, o-35)
dobj(surgira-34, cacau-36)
cc(surgira-34, e-37)
conj(surgira-34, com-38)
adpobj(com-38, ele-39)
appos(ele-39, fortunas-40)
amod(fortunas-40, rápidas-41)
det(anel-43, o-42)
appos(fortunas-40, anel-43)
adpmod(anel-43, de-44)
adpobj(de-44, engenheiro-45)
adpmod(anel-43, no-46)
adpobj(no-46, dedo-47)
det(baralho-49, um-48)
appos(anel-43, baralho-49)
adpmod(baralho-49, num-50)
adpobj(num-50, bolso-51)
det(cento-53, um-52)
appos(baralho-49, cento-53)
adpmod(cento-53, de-54)
adpobj(de-54, cartões-55)
adpmod(cento-53, no-56)
adpobj(no-56, outro-57)
p(cento-53, :-58)
appos(cento-53, CAPITÃO-59)
compmod(MILITAR-64, Dr.-60)
compmod(MILITAR-64, João-61)
compmod(MILITAR-64, MAGALHÃES-62)
compmod(MILITAR-64, ENGENHEIRO-63)
appos(CAPITÃO-59, MILITAR-64)
p(escondera-3, .-65)

adpmod(desaparecendo-16, Aos-1)
adpobj(Aos-1, poucos-2)
adpmod(poucos-2, a-3)
adpobj(a-3, tristeza-4)
adpmod(tristeza-4, de-5)
adpcomp(de-5, abandonar-6)
det(cidade-8, a-7)
dobj(abandonar-6, cidade-8)
nsubj(amara-11, que-9)
advmod(amara-11, tanto-10)
rcmod(cidade-8, amara-11)
adpmod(amara-11, naqueles-12)
num(meses-14, oito-13)
adpobj(naqueles-12, meses-14)
auxpass(desaparecendo-16, foi-15)
root(ROOT-0, desaparecendo-16)
p(desaparecendo-16, .-17)

nsubj(interessar-5, João-1)
aux(interessar-5, começou-2)
adp(interessar-5, a-3)
dobj(interessar-5, se-4)
root(ROOT-0, interessar-5)
adpmod(interessar-5, pela-6)
adpobj(pela-6, paisagem-7)
appos(paisagem-7, árvores-8)
amod(árvores-8, vistas-9)
adpmod(interessar-5, ao-10)
advmod(casas-12, longe-11)
adpobj(ao-10, casas-12)
nsubj(ficavam-14, que-13)
rcmod(casas-12, ficavam-14)
dobj(ficavam-14, pequeninas-15)
p(interessar-5, .-16)

det(navio-2, O-1)
nsubj(apitou-3, navio-2)
root(ROOT-0, apitou-3)
cc(apitou-3, e-4)
det(água-6, a-5)
nsubj(respingou-7, água-6)
conj(apitou-3, respingou-7)
det(chapéu-9, o-8)
dobj(respingou-7, chapéu-9)
adpmod(chapéu-9, de-10)
adpobj(de-10, João-11)
p(apitou-3, .-12)

nsubj(tirou-3, Ele-1)
dobj(tirou-3, o-2)
root(ROOT-0, tirou-3)
partmod(tirou-3, passou-4)
det(lenço-6, o-5)
dobj(passou-4, lenço-6)
partmod(lenço-6, perfumado-7)
adpmod(perfumado-7, pela-8)
adpobj(pela-8, palhinha-9)
adpmod(palhinha-9, da-10)
adpobj(da-10, copa-11)
cc(passou-4, e-12)
dobj(colocou-14, o-13)
conj(passou-4, colocou-14)
adpmod(colocou-14, sob-15)
det(braço-17, o-16)
adpobj(sob-15, braço-17)
p(tirou-3, .-18)

advmod(alisou-2, Depois-1)
root(ROOT-0, alisou-2)
det(cabelo-4, o-3)
nsubj(fazendo-8, cabelo-4)
amod(cabelo-4, revolto-5)
advmod(fazendo-8, propositadamente-6)
aux(fazendo-8, descuidado-7)
partmod(alisou-2, fazendo-8)
dobj(fazendo-8, ondas-9)
p(alisou-2, .-10)

cc(relanceou-2, E-1)
root(ROOT-0, relanceou-2)
det(olhar-4, um-3)
dobj(relanceou-2, olhar-4)
adpmod(relanceou-2, por-5)
det(tombadilho-8, todo-6)
det(tombadilho-8, o-7)
adpobj(por-5, tombadilho-8)
partmod(relanceou-2, indo-9)
adpmod(indo-9, desde-10)
det(homem-12, o-11)
adpobj(desde-10, homem-12)
adpmod(homem-12, de-13)
adpobj(de-13, preto-14)
nsubj(tinha-16, que-15)
rcmod(homem-12, tinha-16)
det(vista-18, a-17)
dobj(tinha-16, vista-18)
amod(vista-18, presa-19)
adpmod(tinha-16, ao-20)
adpobj(ao-20, cais-21)
nsubj(via-26, que-22)
advmod(via-26, já-23)
neg(via-26, não-24)
prt(via-26, se-25)
rcmod(cais-21, via-26)
adpmod(via-26, até-27)
det(coronel-30, o-28)
amod(coronel-30, gordo-29)
adpobj(até-27, coronel-30)
nsubj(narrava-32, que-31)
rcmod(coronel-30, narrava-32)
adpmod(narrava-32, ao-33)
amod(atos-35, caixeiro-viajante-34)
adpobj(ao-33, atos-35)
adpmod(atos-35, de-36)
adpobj(de-36, bravura-37)
adpmod(narrava-32, nas-38)
adpobj(nas-38, terras-39)
amod(terras-39, semibárbaras-40)
adpmod(terras-39, de-41)
compmod(Jorge-43, São-42)
adpobj(de-41, Jorge-43)
adpmod(Jorge-43, dos-44)
adpobj(dos-44, Ilhéus-45)
p(relanceou-2, .-46)

nsubj(rodava-2, João-1)
root(ROOT-0, rodava-2)
det(anel-4, o-3)
dobj(rodava-2, anel-4)
adpmod(rodava-2, no-5)
adpobj(no-5, dedo-6)
partmod(dedo-6, estudava-7)
det(fisionomia-9, a-8)
dobj(estudava-7, fisionomia-9)
adpmod(fisionomia-9, dos-10)
det(viajantes-12, outros-11)
adpobj(dos-10, viajantes-12)
p(rodava-2, .-13)

root(ROOT-0, Será-1)
mark(encontraria-3, que-2)
csubj(Será-1, encontraria-3)
dobj(encontraria-3, parceiro-4)
adpmod(parceiro-4, para-5)
det(mesinha-7, uma-6)
adpobj(para-5, mesinha-7)
p(Será-1, ?-8)

root(ROOT-0, É-1)
attr(É-1, verdade-2)
nsubj(levava-4, que-3)
